	geneID	proteinID	wikilink	counts
11673	55196	Q21141580	https://en.wikipedia.org/wiki/RESF1	1
11674	55198	Q21100937	https://en.wikipedia.org/wiki/APPL2	1
11675	55201	Q21133370	https://en.wikipedia.org/wiki/MAP1S	1
11676	55201	Q21139241	https://en.wikipedia.org/wiki/MAP1S	1
11677	55203	Q21119293	https://en.wikipedia.org/wiki/LGI2	1
11678	55205	Q18391149	https://en.wikipedia.org/wiki/Zinc_finger_protein_532	1
11679	55207	Q21097465	https://en.wikipedia.org/wiki/ARL8B	1
11680	55209	Q21124484	https://en.wikipedia.org/wiki/SETD5	1
11681	55209	Q21143584	https://en.wikipedia.org/wiki/SETD5	1
11682	55212	Q21112591	https://en.wikipedia.org/wiki/BBS7	1
11683	55212	Q21152281	https://en.wikipedia.org/wiki/BBS7	1
11684	55213	Q21126966	https://en.wikipedia.org/wiki/RCBTB1	1
11685	55215	Q21101224	https://en.wikipedia.org/wiki/FANCI	1
11686	55215	Q21140503	https://en.wikipedia.org/wiki/FANCI	1
11687	55217	Q21125411	https://en.wikipedia.org/wiki/TMLHE	1
11688	55219	Q21132329	https://en.wikipedia.org/wiki/Transmembrane_protein_57	1
11689	55226	Q21133313	https://en.wikipedia.org/wiki/NAT10	1
11690	55228	Q21123285	https://en.wikipedia.org/wiki/PNMA8A	1
11691	55229	Q21117661	https://en.wikipedia.org/wiki/PANK4	1
11692	55229	Q21173985	https://en.wikipedia.org/wiki/PANK4	1
11693	55230	Q21125593	https://en.wikipedia.org/wiki/USP40	1
11694	55233	Q21245848	https://en.wikipedia.org/wiki/MOB1A	1
11695	55234	Q21120864	https://en.wikipedia.org/wiki/SMU1	1
11696	55234	Q21141405	https://en.wikipedia.org/wiki/SMU1	1
11697	55236	Q21118280	https://en.wikipedia.org/wiki/UBE1L2	1
11698	55236	Q21142843	https://en.wikipedia.org/wiki/UBE1L2	1
11699	55239	Q21118914	https://en.wikipedia.org/wiki/OGFOD1	1
11700	55239	Q21148829	https://en.wikipedia.org/wiki/OGFOD1	1
11701	55240	Q21135715	https://en.wikipedia.org/wiki/STEAP3	1
11702	55243	Q21114832	https://en.wikipedia.org/wiki/KIRREL	1
11703	55244	Q21135975	https://en.wikipedia.org/wiki/Multidrug_and_toxin_extrusion_protein_1	1
11704	55245	Q21125640	https://en.wikipedia.org/wiki/UQCC	1
11705	55245	Q21149816	https://en.wikipedia.org/wiki/UQCC	1
11706	55246	Q21112986	https://en.wikipedia.org/wiki/Coiled-Coil_Domain_Containing_Protein_%E2%80%93_25	1
11707	55247	Q21124832	https://en.wikipedia.org/wiki/NEIL3	1
11708	55249	Q21112756	https://en.wikipedia.org/wiki/YY1AP1	1
11709	55250	Q21114385	https://en.wikipedia.org/wiki/ELP2	1
11710	55252	Q21097535	https://en.wikipedia.org/wiki/Additional_sex_combs_like_2,_transcriptional_regulator	1
11711	55256	Q21119471	https://en.wikipedia.org/wiki/ADI1	1
11712	55256	Q21150998	https://en.wikipedia.org/wiki/ADI1	1
11713	55259	Q21110554	https://en.wikipedia.org/wiki/Cancer_susceptibility_1	1
11714	55260	Q21134336	https://en.wikipedia.org/wiki/TMEM143	1
11715	55270	Q21133396	https://en.wikipedia.org/wiki/NUDT15	1
11716	55270	Q21133396	https://en.wikipedia.org/wiki/Nudix_hydrolase_15	1
11717	55272	Q21113990	https://en.wikipedia.org/wiki/IMP3	1
11718	55274	Q21133807	https://en.wikipedia.org/wiki/PHF10	1
11719	55275	Q21123572	https://en.wikipedia.org/wiki/VPS53	1
11720	55276	Q4046188	https://en.wikipedia.org/wiki/PGM2	1
11721	55278	Q21101554	https://en.wikipedia.org/wiki/Glutaminyl-trna_synthase_(glutamine-hydrolyzing)-like_1	1
11722	55283	Q21113640	https://en.wikipedia.org/wiki/MCOLN3	1
11723	55286	Q21113048	https://en.wikipedia.org/wiki/C4orf19	1
11724	55288	Q21108795	https://en.wikipedia.org/wiki/RHOT1	1
11725	55290	Q21109642	https://en.wikipedia.org/wiki/Transcription_factor_IIIB_50_kDa_subunit	1
11726	55293	Q21123564	https://en.wikipedia.org/wiki/UEVLD	1
11727	55294	Q21113973	https://en.wikipedia.org/wiki/FBXW7	1
11728	55299	Q21110490	https://en.wikipedia.org/wiki/Ribosome_biogenesis_protein_BRX1_homolog	1
11729	55300	Q21119672	https://en.wikipedia.org/wiki/PI4K2B	1
11730	55303	Q21118217	https://en.wikipedia.org/wiki/GIMAP4	1
11731	55311	Q21136989	https://en.wikipedia.org/wiki/ZNF444	1
11732	55311	Q21141616	https://en.wikipedia.org/wiki/ZNF444	1
11733	55311	Q21202217	https://en.wikipedia.org/wiki/ZNF444	1
11734	55316	Q21122729	https://en.wikipedia.org/wiki/RSAD1	1
11735	55316	Q21141602	https://en.wikipedia.org/wiki/RSAD1	1
11736	55320	Q21119369	https://en.wikipedia.org/wiki/MIS18BP1	1
11737	55320	Q21151831	https://en.wikipedia.org/wiki/MIS18BP1	1
11738	55322	Q21117158	https://en.wikipedia.org/wiki/C5orf22	1
11739	55323	Q21119270	https://en.wikipedia.org/wiki/LARP6	1
11740	55325	Q21123569	https://en.wikipedia.org/wiki/UFSP2	1
11741	55326	Q21123771	https://en.wikipedia.org/wiki/AGPAT5	1
11742	55327	Q21119300	https://en.wikipedia.org/wiki/LIN7C	1
11743	55328	Q907753	https://en.wikipedia.org/wiki/Renalase	1
11744	55330	Q21111730	https://en.wikipedia.org/wiki/CNO_(gene)	1
11745	55331	Q21154283	https://en.wikipedia.org/wiki/ACER3	1
11746	55333	Q21135064	https://en.wikipedia.org/wiki/SYNJ2BP	1
11747	55334	Q21135981	https://en.wikipedia.org/wiki/Zinc_transporter_ZIP9	1
11748	55339	Q21122966	https://en.wikipedia.org/wiki/WDR33	1
11749	55340	Q21115841	https://en.wikipedia.org/wiki/GIMAP5	1
11750	55340	Q21137808	https://en.wikipedia.org/wiki/GIMAP5	1
11751	55341	Q21133714	https://en.wikipedia.org/wiki/LSG1	1
11752	55342	Q21110839	https://en.wikipedia.org/wiki/STRBP	1
11753	55343	Q21107522	https://en.wikipedia.org/wiki/GDP-fucose_transporter_1	1
11754	55343	Q21138038	https://en.wikipedia.org/wiki/GDP-fucose_transporter_1	1
11755	55344	Q21125885	https://en.wikipedia.org/wiki/PI-PLC_X_domain-containing_protein_1	1
11756	55344	Q21151640	https://en.wikipedia.org/wiki/PI-PLC_X_domain-containing_protein_1	1
11757	55345	Q21136830	https://en.wikipedia.org/wiki/ZGRF1	1
11758	55345	Q21137528	https://en.wikipedia.org/wiki/ZGRF1	1
11759	55353	Q21119283	https://en.wikipedia.org/wiki/LAPTM4B	1
11760	55355	Q21154959	https://en.wikipedia.org/wiki/HJURP	1
11761	55356	Q21135942	https://en.wikipedia.org/wiki/Solute_carrier_family_22_member_15	1
11762	55359	Q21103296	https://en.wikipedia.org/wiki/STYK1	1
11763	55359	Q21138421	https://en.wikipedia.org/wiki/STYK1	1
11764	55361	Q21121496	https://en.wikipedia.org/wiki/PI4K2A	1
11765	55363	Q21201809	https://en.wikipedia.org/wiki/HEMGN	1
11766	55366	Q21121566	https://en.wikipedia.org/wiki/LGR4	1
11767	55366	Q21149671	https://en.wikipedia.org/wiki/LGR4	1
11768	55367	Q21100963	https://en.wikipedia.org/wiki/LRDD	1
11769	55374	Q21125344	https://en.wikipedia.org/wiki/TMCO6	1
11770	55388	Q21113636	https://en.wikipedia.org/wiki/MCM10	1
11771	55422	Q21137169	https://en.wikipedia.org/wiki/ZNF331	1
11772	55422	Q21149842	https://en.wikipedia.org/wiki/ZNF331	1
11773	55423	Q21154645	https://en.wikipedia.org/wiki/SIRPG	1
11774	55425	Q21108668	https://en.wikipedia.org/wiki/KIAA1704	1
11775	55435	Q21109467	https://en.wikipedia.org/wiki/AP1AR	1
11776	55437	Q21105585	https://en.wikipedia.org/wiki/ALS2CR2	1
11777	55437	Q21138891	https://en.wikipedia.org/wiki/ALS2CR2	1
11778	55450	Q21131483	https://en.wikipedia.org/wiki/Calcium/calmodulin_dependent_protein_kinase_II_inhibitor_1	1
11779	55466	Q21117961	https://en.wikipedia.org/wiki/DNAJA4	1
11780	55471	Q21123060	https://en.wikipedia.org/wiki/NDUFAF7	1
11781	55486	Q21133412	https://en.wikipedia.org/wiki/PARL	1
11782	55486	Q21148639	https://en.wikipedia.org/wiki/PARL	1
11783	55501	Q21154196	https://en.wikipedia.org/wiki/CHST12	1
11784	55502	Q21120601	https://en.wikipedia.org/wiki/HES6	1
11785	55503	Q14891582	https://en.wikipedia.org/wiki/TRPV6	1
11786	55504	Q21135816	https://en.wikipedia.org/wiki/TNFRSF19	1
11787	55506	Q21110993	https://en.wikipedia.org/wiki/H2AFY2	1
11788	55507	Q21103211	https://en.wikipedia.org/wiki/GPRC5D	1
11789	55510	Q21115738	https://en.wikipedia.org/wiki/DDX43	1
11790	55512	Q21144907	https://en.wikipedia.org/wiki/SMPD3	1
11791	55515	Q21102091	https://en.wikipedia.org/wiki/ASIC4	1
11792	55520	Q21120564	https://en.wikipedia.org/wiki/ELAC1	1
11793	55526	Q21105788	https://en.wikipedia.org/wiki/DHTKD1	1
11794	55526	Q21142268	https://en.wikipedia.org/wiki/DHTKD1	1
11795	55527	Q21132636	https://en.wikipedia.org/wiki/FEM1A	1
11796	55532	Q21136811	https://en.wikipedia.org/wiki/Solute_carrier_family_30_member_10	1
11797	55532	Q21137137	https://en.wikipedia.org/wiki/Solute_carrier_family_30_member_10	1
11798	55534	Q21119394	https://en.wikipedia.org/wiki/Mastermind-like_3_(drosophila)	1
11799	55536	Q21111159	https://en.wikipedia.org/wiki/CDCA7L	1
11800	55539	Q21118581	https://en.wikipedia.org/wiki/KCNQ1DN	1
11801	55540	Q21103411	https://en.wikipedia.org/wiki/IL17RB	1
11802	55553	Q21136017	https://en.wikipedia.org/wiki/SOX6	1
11803	55554	Q21121537	https://en.wikipedia.org/wiki/KLK15	1
11804	55554	Q21152376	https://en.wikipedia.org/wiki/KLK15	1
11805	55558	Q21108963	https://en.wikipedia.org/wiki/PLXNA3	1
11806	55565	Q21131231	https://en.wikipedia.org/wiki/ZNF821	1
11807	55565	Q21138883	https://en.wikipedia.org/wiki/ZNF821	1
11808	55571	Q21109877	https://en.wikipedia.org/wiki/CNOT11	1
11809	55572	Q21112457	https://en.wikipedia.org/wiki/FOXRED1	1
11810	55573	Q21115639	https://en.wikipedia.org/wiki/CDV3_(gene)	1
11811	55573	Q21146768	https://en.wikipedia.org/wiki/CDV3_(gene)	1
11812	55576	Q21126473	https://en.wikipedia.org/wiki/STAB2	1
11813	55576	Q21140495	https://en.wikipedia.org/wiki/STAB2	1
11814	55578	Q21120034	https://en.wikipedia.org/wiki/SUPT20H	1
11815	55584	Q21111184	https://en.wikipedia.org/wiki/CHRNA9	1
11816	55586	Q1116422	https://en.wikipedia.org/wiki/Inositol_oxygenase	1
11817	55589	Q21109623	https://en.wikipedia.org/wiki/BMP2K	1
11818	55591	Q21134670	https://en.wikipedia.org/wiki/VEZT	1
11819	55591	Q21145389	https://en.wikipedia.org/wiki/VEZT	1
11820	55593	Q21122465	https://en.wikipedia.org/wiki/Otu_deubiquitinase_5	1
11821	55596	Q21100475	https://en.wikipedia.org/wiki/ZCCHC8	1
11822	55600	Q21130935	https://en.wikipedia.org/wiki/Intelectin-1	1
11823	55603	Q21118130	https://en.wikipedia.org/wiki/FAM46A	1
11824	55604	Q21122322	https://en.wikipedia.org/wiki/CARMIL1	1
11825	55605	Q21119202	https://en.wikipedia.org/wiki/KIF21A	1
11826	55607	Q21120111	https://en.wikipedia.org/wiki/PPP1R9A	1
11827	55607	Q21139798	https://en.wikipedia.org/wiki/PPP1R9A	1
11828	55607	Q21142229	https://en.wikipedia.org/wiki/PPP1R9A	1
11829	55610	Q21138279	https://en.wikipedia.org/wiki/Syndetin	1
11830	55610	Q21483184	https://en.wikipedia.org/wiki/Syndetin	1
11831	55611	Q21111725	https://en.wikipedia.org/wiki/OTUB1	1
11832	55612	Q21131506	https://en.wikipedia.org/wiki/FERMT1	1
11833	55614	Q21119910	https://en.wikipedia.org/wiki/KIF16B	1
11834	55617	Q21121441	https://en.wikipedia.org/wiki/TASP1	1
11835	55619	Q21114270	https://en.wikipedia.org/wiki/Dedicator_of_cytokinesis_protein_10	1
11836	55619	Q21147409	https://en.wikipedia.org/wiki/Dedicator_of_cytokinesis_protein_10	1
11837	55620	Q21120659	https://en.wikipedia.org/wiki/STAP2	1
11838	55620	Q21140880	https://en.wikipedia.org/wiki/STAP2	1
11839	55624	Q21133271	https://en.wikipedia.org/wiki/POMGNT1	1
11840	55627	Q21137136	https://en.wikipedia.org/wiki/SMPD4	1
11841	55627	Q21147426	https://en.wikipedia.org/wiki/SMPD4	1
11842	55629	Q21131348	https://en.wikipedia.org/wiki/PNRC2	1
11843	55630	Q21135962	https://en.wikipedia.org/wiki/Zinc_transporter_ZIP4	1
11844	55631	Q21108903	https://en.wikipedia.org/wiki/LRRC40	1
11845	55632	Q21130650	https://en.wikipedia.org/wiki/KIAA1333	1
11846	55632	Q21145894	https://en.wikipedia.org/wiki/KIAA1333	1
11847	55635	Q21102540	https://en.wikipedia.org/wiki/DEPDC1	1
11848	55635	Q21140702	https://en.wikipedia.org/wiki/DEPDC1	1
11849	55636	Q5011082	https://en.wikipedia.org/wiki/CHD7	1
11850	55638	Q21132137	https://en.wikipedia.org/wiki/SYBU	1
11851	55638	Q21141201	https://en.wikipedia.org/wiki/SYBU	1
11852	55640	Q21101471	https://en.wikipedia.org/wiki/FLVCR2	1
11853	55643	Q21112883	https://en.wikipedia.org/wiki/BTBD2	1
11854	55643	Q21152330	https://en.wikipedia.org/wiki/BTBD2	1
11855	55644	Q21146327	https://en.wikipedia.org/wiki/OSGEP	1
11856	55644	Q21174418	https://en.wikipedia.org/wiki/OSGEP	1
11857	55646	Q21132147	https://en.wikipedia.org/wiki/LYAR	1
11858	55650	Q21123751	https://en.wikipedia.org/wiki/PIGV	1
11859	55650	Q21143037	https://en.wikipedia.org/wiki/PIGV	1
11860	55651	Q21123620	https://en.wikipedia.org/wiki/NOLA2	1
11861	55654	Q21134837	https://en.wikipedia.org/wiki/TMEM127	1
11862	55655	Q21124049	https://en.wikipedia.org/wiki/NLRP2	1
11863	55655	Q21141294	https://en.wikipedia.org/wiki/NLRP2	1
11864	55656	Q21133161	https://en.wikipedia.org/wiki/INTS8	1
11865	55657	Q21145692	https://en.wikipedia.org/wiki/Zinc_finger_protein_692	1
11866	55660	Q21115641	https://en.wikipedia.org/wiki/PRPF40A	1
11867	55661	Q21115730	https://en.wikipedia.org/wiki/DDX27	1
11868	55662	Q21111638	https://en.wikipedia.org/wiki/HIF1AN	1
11869	55665	Q21136473	https://en.wikipedia.org/wiki/URG4	1
11870	55666	Q21121731	https://en.wikipedia.org/wiki/NPLOC4	1
11871	55666	Q21139974	https://en.wikipedia.org/wiki/NPLOC4	1
11872	55666	Q21141151	https://en.wikipedia.org/wiki/NPLOC4	1
11873	55668	Q21114155	https://en.wikipedia.org/wiki/GPATCH2L	1
11874	55668	Q21152277	https://en.wikipedia.org/wiki/GPATCH2L	1
11875	55669	Q21133189	https://en.wikipedia.org/wiki/MFN1	1
11876	55670	Q21122498	https://en.wikipedia.org/wiki/PEX26	1
11877	55670	Q21141129	https://en.wikipedia.org/wiki/PEX26	1
11878	55672	Q21173696	https://en.wikipedia.org/wiki/NBPF1	1
11879	55677	Q21118500	https://en.wikipedia.org/wiki/IWS1	1
11880	55679	Q21122304	https://en.wikipedia.org/wiki/LIMS2	1
11881	55679	Q21143298	https://en.wikipedia.org/wiki/LIMS2	1
11882	55680	Q21122040	https://en.wikipedia.org/wiki/RUFY2	1
11883	55680	Q21137075	https://en.wikipedia.org/wiki/RUFY2	1
11884	55680	Q21139135	https://en.wikipedia.org/wiki/RUFY2	1
11885	55681	Q21118054	https://en.wikipedia.org/wiki/SCYL2	1
11886	55683	Q21117851	https://en.wikipedia.org/wiki/KANSL3	1
11887	55684	Q21114768	https://en.wikipedia.org/wiki/RABL6	1
11888	55684	Q21117772	https://en.wikipedia.org/wiki/RABL6	1
11889	55687	Q21108970	https://en.wikipedia.org/wiki/TRMU	1
11890	55687	Q21137160	https://en.wikipedia.org/wiki/TRMU	1
11891	55690	Q21137098	https://en.wikipedia.org/wiki/PACS1	1
11892	55690	Q21141793	https://en.wikipedia.org/wiki/PACS1	1
11893	55690	Q21171023	https://en.wikipedia.org/wiki/PACS1	1
11894	55691	Q21107504	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A	1
11895	55691	Q21141314	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A	1
11896	55691	Q21143523	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A	1
11897	55692	Q21100761	https://en.wikipedia.org/wiki/LUC7L	1
11898	55692	Q21141189	https://en.wikipedia.org/wiki/LUC7L	1
11899	55692	Q21149467	https://en.wikipedia.org/wiki/LUC7L	1
11900	55693	Q21204310	https://en.wikipedia.org/wiki/KDM4D	1
11901	55695	Q21123169	https://en.wikipedia.org/wiki/NSUN5	1
11902	55696	Q21125055	https://en.wikipedia.org/wiki/RBM22	1
11903	55697	Q21116300	https://en.wikipedia.org/wiki/VAC14	1
11904	55697	Q21139505	https://en.wikipedia.org/wiki/VAC14	1
11905	55698	Q21114137	https://en.wikipedia.org/wiki/RADIL	1
11906	55698	Q21147180	https://en.wikipedia.org/wiki/RADIL	1
11907	55702	Q21113982	https://en.wikipedia.org/wiki/CCDC94	1
11908	55702	Q21149559	https://en.wikipedia.org/wiki/CCDC94	1
11909	55704	Q21130662	https://en.wikipedia.org/wiki/CCDC88A	1
11910	55705	Q21114734	https://en.wikipedia.org/wiki/IPO9	1
11911	55706	Q21118840	https://en.wikipedia.org/wiki/NDC1	1
11912	55707	Q21124836	https://en.wikipedia.org/wiki/NECAP2	1
11913	55713	Q21150865	https://en.wikipedia.org/wiki/Zinc_finger_protein_334	1
11914	55714	Q21122178	https://en.wikipedia.org/wiki/TENM3	1
11915	55715	Q21132926	https://en.wikipedia.org/wiki/DOK4	1
11916	55715	Q21144071	https://en.wikipedia.org/wiki/DOK4	1
11917	55716	Q21121578	https://en.wikipedia.org/wiki/LMBR1L	1
11918	55716	Q21151201	https://en.wikipedia.org/wiki/LMBR1L	1
11919	55717	Q21122521	https://en.wikipedia.org/wiki/WD_repeat-containing_protein_11	1
11920	55717	Q21145164	https://en.wikipedia.org/wiki/WD_repeat-containing_protein_11	1
11921	55718	Q21202202	https://en.wikipedia.org/wiki/POLR3E	1
11922	55722	Q21112758	https://en.wikipedia.org/wiki/CEP72	1
11923	55723	Q21111632	https://en.wikipedia.org/wiki/ASF1B	1
11924	55726	Q21097554	https://en.wikipedia.org/wiki/Protein_asunder_homolog	1
11925	55729	Q21112188	https://en.wikipedia.org/wiki/ATF7IP	1
11926	55729	Q21117758	https://en.wikipedia.org/wiki/ATF7IP	1
11927	55729	Q21137114	https://en.wikipedia.org/wiki/ATF7IP	1
11928	55732	Q21105590	https://en.wikipedia.org/wiki/C1orf112	1
11929	55732	Q21137037	https://en.wikipedia.org/wiki/C1orf112	1
11930	55733	Q21113393	https://en.wikipedia.org/wiki/HHAT	1
11931	55734	Q21104976	https://en.wikipedia.org/wiki/ZFP64	1
11932	55734	Q21104977	https://en.wikipedia.org/wiki/ZFP64	1
11933	55735	Q21112242	https://en.wikipedia.org/wiki/DNAJC11	1
11934	55735	Q21142085	https://en.wikipedia.org/wiki/DNAJC11	1
11935	55737	Q21125246	https://en.wikipedia.org/wiki/VPS35	1
11936	55738	Q21110427	https://en.wikipedia.org/wiki/ARFGAP1	1
11937	55738	Q21139840	https://en.wikipedia.org/wiki/ARFGAP1	1
11938	55739	Q21118543	https://en.wikipedia.org/wiki/CARKD	1
11939	55740	Q21130761	https://en.wikipedia.org/wiki/ENAH_(gene)	1
11940	55740	Q21141472	https://en.wikipedia.org/wiki/ENAH_(gene)	1
11941	55741	Q21115848	https://en.wikipedia.org/wiki/EDEM2	1
11942	55742	Q21116078	https://en.wikipedia.org/wiki/PARVA	1
11943	55742	Q21151168	https://en.wikipedia.org/wiki/PARVA	1
11944	55743	Q21100748	https://en.wikipedia.org/wiki/CHFR	1
11945	55743	Q21140431	https://en.wikipedia.org/wiki/CHFR	1
11946	55746	Q21109736	https://en.wikipedia.org/wiki/Nucleoporin_133	1
11947	55749	Q21117048	https://en.wikipedia.org/wiki/CCAR1	1
11948	55750	Q21104997	https://en.wikipedia.org/wiki/AGK_(gene)	1
11949	55750	Q21149802	https://en.wikipedia.org/wiki/AGK_(gene)	1
11950	55752	Q21125169	https://en.wikipedia.org/wiki/SEPT11	1
11951	55755	Q21110695	https://en.wikipedia.org/wiki/CDK5RAP2	1
11952	55755	Q21138808	https://en.wikipedia.org/wiki/CDK5RAP2	1
11953	55756	Q21133162	https://en.wikipedia.org/wiki/INTS9	1
11954	55759	Q21116896	https://en.wikipedia.org/wiki/WDR12	1
11955	55760	Q21105778	https://en.wikipedia.org/wiki/DHX32	1
11956	55763	Q21155601	https://en.wikipedia.org/wiki/EXOC1	1
11957	55765	Q21105503	https://en.wikipedia.org/wiki/INAVA	1
11958	55766	Q21110992	https://en.wikipedia.org/wiki/H2AFJ	1
11959	55766	Q21140627	https://en.wikipedia.org/wiki/H2AFJ	1
11960	55768	Q21119040	https://en.wikipedia.org/wiki/NGLY1	1
11961	55769	Q21140988	https://en.wikipedia.org/wiki/ZNF83	1
11962	55769	Q21175150	https://en.wikipedia.org/wiki/ZNF83	1
11963	55770	Q21155599	https://en.wikipedia.org/wiki/EXOC2	1
11964	55771	Q21122581	https://en.wikipedia.org/wiki/Proline_rich_11	1
11965	55771	Q21141074	https://en.wikipedia.org/wiki/Proline_rich_11	1
11966	55775	Q21139609	https://en.wikipedia.org/wiki/TDP1	1
11967	55777	Q21119406	https://en.wikipedia.org/wiki/Methyl-cpg_binding_domain_protein_5	1
11968	55777	Q21151828	https://en.wikipedia.org/wiki/Methyl-cpg_binding_domain_protein_5	1
11969	55778	Q21202302	https://en.wikipedia.org/wiki/Zinc_finger_protein_839	1
11970	55784	Q21119994	https://en.wikipedia.org/wiki/Multiple_c2_domains,_transmembrane_2	1
11971	55788	Q21133694	https://en.wikipedia.org/wiki/LMBRD1	1
11972	55789	Q21102552	https://en.wikipedia.org/wiki/DEPDC1B	1
11973	55790	Q21154687	https://en.wikipedia.org/wiki/ChGn	1
11974	55791	Q21101616	https://en.wikipedia.org/wiki/Ligand-dependent_nuclear_receptor-interacting_factor_1	1
11975	55793	Q21105972	https://en.wikipedia.org/wiki/FAM63A	1
11976	55795	Q21120644	https://en.wikipedia.org/wiki/PCID2	1
11977	55796	Q21110843	https://en.wikipedia.org/wiki/MBNL3	1
11978	55798	Q21119431	https://en.wikipedia.org/wiki/METTL2B	1
11979	55799	Q21105543	https://en.wikipedia.org/wiki/CACNA2D3	1
11980	55799	Q21147188	https://en.wikipedia.org/wiki/CACNA2D3	1
11981	55800	Q21135454	https://en.wikipedia.org/wiki/SCN3B	1
11982	55800	Q21137444	https://en.wikipedia.org/wiki/SCN3B	1
11983	55801	Q5639104	https://en.wikipedia.org/wiki/Interleukin_26	1
11984	55802	Q21115471	https://en.wikipedia.org/wiki/DCP1A	1
11985	55803	Q21113765	https://en.wikipedia.org/wiki/CENTA2	1
11986	55806	Q21110996	https://en.wikipedia.org/wiki/HR_(gene)	1
11987	55808	Q21136064	https://en.wikipedia.org/wiki/ST6GALNAC1	1
11988	55809	Q21123482	https://en.wikipedia.org/wiki/TRERF1	1
11989	55810	Q21110144	https://en.wikipedia.org/wiki/FOXJ2	1
11990	55811	Q21111219	https://en.wikipedia.org/wiki/ADCY10	1
11991	55811	Q21140136	https://en.wikipedia.org/wiki/ADCY10	1
11992	55812	Q21123897	https://en.wikipedia.org/wiki/SPATA7	1
11993	55813	Q21126719	https://en.wikipedia.org/wiki/UTP6	1
11994	55814	Q21111662	https://en.wikipedia.org/wiki/BDP1	1
11995	55814	Q21141211	https://en.wikipedia.org/wiki/BDP1	1
11996	55816	Q21133094	https://en.wikipedia.org/wiki/DOK5	1
11997	55818	Q21114823	https://en.wikipedia.org/wiki/KDM3A	1
11998	55818	Q21147189	https://en.wikipedia.org/wiki/KDM3A	1
11999	55823	Q21109619	https://en.wikipedia.org/wiki/VPS11	1
12000	55824	Q21108633	https://en.wikipedia.org/wiki/PAG1	1
12001	55825	Q21133418	https://en.wikipedia.org/wiki/PECR	1
12002	55829	Q21122067	https://en.wikipedia.org/wiki/SELS_(gene)	1
12003	55832	Q21112922	https://en.wikipedia.org/wiki/CAND1	1
12004	55832	Q21141742	https://en.wikipedia.org/wiki/CAND1	1
12005	55833	Q21149208	https://en.wikipedia.org/wiki/UBAP2	1
12006	55833	Q21174518	https://en.wikipedia.org/wiki/UBAP2	1
12007	55835	Q21173229	https://en.wikipedia.org/wiki/CENPJ	1
12008	55837	Q21132623	https://en.wikipedia.org/wiki/EAPP	1
12009	55837	Q21147821	https://en.wikipedia.org/wiki/EAPP	1
12010	55839	Q21173224	https://en.wikipedia.org/wiki/CENPN	1
12011	55840	Q21112843	https://en.wikipedia.org/wiki/EAF2	1
12012	55844	Q21132718	https://en.wikipedia.org/wiki/PPP2R2D	1
12013	55844	Q21140029	https://en.wikipedia.org/wiki/PPP2R2D	1
12014	55845	Q21109637	https://en.wikipedia.org/wiki/BRK1	1
12015	55850	Q21123913	https://en.wikipedia.org/wiki/USE1	1
12016	55851	Q21130783	https://en.wikipedia.org/wiki/PEN-2	1
12017	55856	Q21096343	https://en.wikipedia.org/wiki/ACOT13	1
12018	55857	Q21114099	https://en.wikipedia.org/wiki/KIZ_(gene)	1
12019	55858	Q21134342	https://en.wikipedia.org/wiki/TMEM165	1
12020	55858	Q21138334	https://en.wikipedia.org/wiki/TMEM165	1
12021	55859	Q21111670	https://en.wikipedia.org/wiki/Protein_BEX1	1
12022	55860	Q21130506	https://en.wikipedia.org/wiki/Actin_related_protein_10_homolog	1
12023	55860	Q21141887	https://en.wikipedia.org/wiki/Actin_related_protein_10_homolog	1
12024	55861	Q21108523	https://en.wikipedia.org/wiki/DBNDD2	1
12025	55862	Q13365951	https://en.wikipedia.org/wiki/Ethylmalonyl-CoA_decarboxylase	1
12026	55862	Q21137433	https://en.wikipedia.org/wiki/Ethylmalonyl-CoA_decarboxylase	1
12027	55863	Q21120866	https://en.wikipedia.org/wiki/TMEM126B	1
12028	55867	Q21135949	https://en.wikipedia.org/wiki/SLC22A11	1
12029	55869	Q21173406	https://en.wikipedia.org/wiki/HDAC8	1
12030	55870	Q21102102	https://en.wikipedia.org/wiki/ASH1L	1
12031	55871	Q21102271	https://en.wikipedia.org/wiki/CBWD1	1
12032	55871	Q21139669	https://en.wikipedia.org/wiki/CBWD1	1
12033	55872	Q21116700	https://en.wikipedia.org/wiki/PBK_(gene)	1
12034	55876	Q21119015	https://en.wikipedia.org/wiki/GSDMB	1
12035	55879	Q21113337	https://en.wikipedia.org/wiki/GABRQ	1
12036	55885	Q21100404	https://en.wikipedia.org/wiki/LMO3	1
12037	55885	Q21139215	https://en.wikipedia.org/wiki/LMO3	1
12038	55890	Q21103210	https://en.wikipedia.org/wiki/GPRC5C	1
12039	55890	Q21145018	https://en.wikipedia.org/wiki/GPRC5C	1
12040	55893	Q21136863	https://en.wikipedia.org/wiki/Zinc_finger_protein_395	1
12041	55893	Q21148090	https://en.wikipedia.org/wiki/Zinc_finger_protein_395	1
12042	55894	Q21105727	https://en.wikipedia.org/wiki/DEFB103A	1
12043	55897	Q21120845	https://en.wikipedia.org/wiki/MESP1	1
12044	55898	Q21108013	https://en.wikipedia.org/wiki/UNC45A	1
